date,opening,high,low,closing,volume,turnover
20060324,1049.12,1051.76,1041.23,1042.60,20098237,11031900160.00
20060327,1042.63,1050.71,1037.08,1050.71,17134070,9201787904.00
20060328,1050.07,1056.52,1048.64,1055.98,22273999,10630507520.00
20060329,1058.74,1074.04,1057.68,1065.29,30526345,15882110976.00
20060330,1065.84,1067.99,1055.14,1055.63,22012494,12089930752.00
20060331,1053.85,1061.47,1050.22,1061.09,22276190,12045672448.00
20060403,1061.96,1079.37,1061.96,1079.32,27729761,15703156736.00
20060404,1080.86,1089.37,1076.20,1089.37,31148757,17525219328.00
20060405,1091.18,1100.56,1089.55,1099.97,32936914,18539587584.00
20060406,1102.54,1109.68,1097.32,1103.24,36167049,19687813120.00
20060407,1102.94,1105.10,1091.89,1103.15,32570860,17760104448.00
20060410,1104.32,1118.08,1100.69,1117.91,32067520,17246470144.00
20060411,1120.16,1126.09,1112.01,1123.31,35607520,19796707328.00
20060412,1123.78,1123.78,1116.15,1117.07,30333845,15991141376.00
20060413,1116.84,1122.39,1093.51,1093.93,33824146,17190084608.00
20060414,1091.69,1118.67,1091.67,1118.61,33527962,16782531584.00
20060417,1120.19,1129.15,1114.53,1124.41,35704548,18349162496.00
20060418,1127.51,1135.45,1119.27,1131.28,32317223,17403457536.00
20060419,1135.61,1140.41,1125.20,1138.24,34322898,19364960256.00
20060420,1139.64,1142.54,1127.09,1134.38,37885651,21561233408.00
20060421,1133.20,1152.89,1127.65,1149.16,40772910,22750697472.00
20060424,1156.91,1160.58,1135.75,1142.70,45936219,26245896192.00
20060425,1139.49,1149.54,1123.10,1141.93,38611125,22885232640.00
20060426,1142.90,1162.02,1142.07,1155.73,41824301,25476171776.00
20060427,1157.38,1159.90,1145.26,1155.27,31980451,18862520320.00
20060428,1143.59,1173.88,1133.19,1172.35,40801858,24343009280.00
20060508,1179.58,1218.86,1179.58,1218.44,44912821,26536314880.00
20060509,1226.31,1252.76,1222.68,1251.61,55993861,33111916544.00
20060510,1257.98,1273.68,1243.47,1265.93,55667043,33568258048.00
20060511,1267.22,1294.87,1254.35,1255.04,61133725,37299605504.00
20060512,1255.23,1296.38,1252.68,1296.26,54920331,34261843968.00
20060515,1312.14,1352.41,1301.80,1352.16,73534005,45768187904.00
20060516,1368.13,1387.40,1322.14,1331.13,79658170,50916397056.00
20060517,1331.69,1356.13,1306.87,1335.52,61823287,39133827072.00
20060518,1322.65,1340.52,1301.11,1331.20,52056363,31832852480.00
20060519,1334.07,1371.22,1329.32,1366.10,67123869,36222361600.00
20060522,1366.32,1387.57,1360.35,1373.67,66262172,38198874112.00
20060523,1365.10,1365.10,1316.55,1317.65,56872388,32747751424.00
20060524,1325.68,1351.31,1277.33,1308.24,51176632,31096815616.00
20060525,1304.69,1316.47,1285.73,1307.70,34046436,20482555904.00
20060526,1312.24,1331.45,1309.46,1331.02,36385665,21741991936.00
20060529,1339.90,1366.84,1330.63,1366.29,44480011,27100626944.00
20060530,1375.30,1384.68,1360.55,1378.76,44761027,28992430080.00
20060531,1377.45,1386.94,1355.01,1365.45,47335883,29359691776.00
20060601,1364.18,1403.27,1362.94,1402.88,53493453,31383492608.00
20060602,1406.62,1411.78,1382.00,1390.12,64109162,37407322112.00
20060605,1391.46,1403.30,1362.72,1403.16,55101819,29784741888.00
20060606,1400.27,1413.11,1391.90,1399.14,46835278,26497855488.00
20060607,1398.18,1398.18,1319.70,1320.23,52047647,31076290560.00
20060608,1309.07,1331.89,1286.90,1325.98,45677509,26462586880.00
20060609,1320.81,1329.83,1293.05,1294.19,37392623,21631041536.00
20060612,1283.83,1308.12,1275.40,1297.67,25033331,15025359872.00
20060613,1296.41,1312.13,1284.62,1298.28,27823031,16716170240.00
20060614,1291.69,1291.69,1269.52,1283.88,28801661,15982326784.00
20060615,1283.72,1300.11,1280.50,1285.39,23241302,12947893248.00
20060616,1290.00,1318.02,1290.00,1318.01,28408032,16152374272.00
20060619,1306.26,1341.99,1294.90,1334.89,30726258,18672646144.00
20060620,1333.62,1341.24,1323.78,1338.22,27797058,16416714752.00
20060621,1336.84,1347.00,1320.41,1333.53,32445479,18271592448.00
20060622,1331.93,1341.73,1326.15,1331.55,25953157,14642393088.00
20060623,1329.11,1340.27,1319.51,1339.45,25651644,15125536768.00
20060626,1341.61,1363.57,1341.61,1363.41,29595920,18564767744.00
20060627,1365.04,1368.41,1354.09,1363.90,26454734,16022197248.00
20060628,1361.79,1366.34,1353.63,1362.89,25791657,14836163584.00
20060629,1365.25,1395.24,1365.25,1395.12,42439201,24225652736.00
20060630,1402.59,1408.79,1384.99,1393.96,38396745,22942443520.00
20060703,1398.74,1420.33,1393.92,1420.33,38297385,24423131136.00
20060704,1423.08,1426.10,1401.15,1411.01,42749803,28116074496.00
20060705,1409.90,1409.90,1377.22,1393.01,33446005,21154127872.00
20060706,1391.64,1418.76,1390.19,1418.68,32480734,21637517312.00
20060707,1423.72,1426.40,1405.99,1410.43,33556176,22529570816.00
20060710,1410.50,1413.58,1397.44,1412.12,27607369,18616784896.00
20060711,1414.14,1418.82,1406.50,1418.57,28537379,18958952448.00
20060712,1419.07,1430.94,1416.74,1419.20,36293417,24831172608.00
20060713,1415.88,1418.14,1344.16,1346.09,48970673,31700086784.00
20060714,1333.74,1367.74,1327.59,1357.13,32659105,21065093120.00
20060717,1354.14,1372.25,1348.43,1372.25,24205552,16046823424.00
20060718,1370.90,1373.59,1359.91,1373.42,22724544,14797115392.00
20060719,1370.29,1370.29,1330.28,1336.64,25227647,15923620864.00
20060720,1335.41,1346.85,1329.18,1345.19,18450621,11505538048.00
20060721,1344.60,1357.34,1344.57,1356.03,20393648,12442432512.00
20060724,1340.28,1359.56,1327.90,1358.12,19966190,12517729280.00
20060725,1359.32,1378.84,1359.32,1374.17,22023509,14089738240.00
20060726,1377.78,1380.80,1367.05,1371.30,19633442,12059952128.00
20060727,1370.75,1379.25,1347.29,1355.55,23818755,14751695872.00
20060728,1354.92,1359.74,1327.66,1341.39,21557505,13809393664.00
20060731,1338.04,1338.04,1293.53,1294.33,22181211,13115401216.00
20060801,1292.71,1302.89,1278.54,1282.06,17443887,10137959424.00
20060802,1281.89,1288.61,1258.01,1275.09,17813284,10180840448.00
20060803,1277.63,1281.79,1261.69,1271.74,12940473,8115992064.00
20060804,1272.36,1278.25,1239.38,1241.91,16053628,9762333696.00
20060807,1233.49,1241.85,1221.99,1224.10,15116519,8515702784.00
20060808,1225.04,1252.39,1225.04,1252.39,14250481,8387431424.00
20060809,1254.37,1258.21,1245.39,1251.30,12859474,7485120512.00
20060810,1251.16,1271.47,1251.08,1271.47,17699006,10020038656.00
20060811,1273.27,1277.97,1265.52,1275.65,15303227,9033367552.00
20060814,1275.14,1279.31,1241.95,1245.72,16444469,9870530560.00
20060815,1243.16,1265.86,1239.91,1265.86,14319360,8592503808.00
20060816,1266.82,1283.57,1262.54,1283.57,20802743,12267020288.00
20060817,1280.28,1280.28,1263.93,1271.63,15457904,8843866112.00
20060818,1270.22,1280.83,1265.82,1267.87,13964524,7951341056.00
20060821,1235.43,1270.67,1229.17,1270.56,15064766,8661630976.00
20060822,1270.10,1289.02,1269.10,1285.27,17200942,11224121344.00
20060823,1284.82,1294.82,1282.84,1285.68,19092875,12215590912.00
20060824,1284.83,1292.40,1274.56,1292.40,15081306,9416605696.00
20060825,1293.50,1301.75,1292.45,1295.44,18557937,11586280448.00
20060828,1298.46,1325.89,1298.36,1325.89,26183290,16640986112.00
20060829,1328.61,1349.20,1327.00,1330.16,31766376,20558598144.00
20060830,1328.37,1336.39,1319.82,1334.67,21139949,12994582528.00
20060831,1335.59,1342.79,1331.29,1338.69,23188274,13932001280.00
20060901,1339.31,1340.13,1314.57,1318.10,25033688,14832251904.00
20060904,1315.71,1337.24,1315.61,1337.24,21095340,12470373376.00
20060905,1339.59,1345.71,1334.72,1340.68,26868110,15959669760.00
20060906,1341.40,1346.37,1331.85,1346.37,23153112,13799604224.00
20060907,1348.17,1348.28,1323.98,1328.38,21886449,13054999552.00
20060908,1327.56,1334.73,1326.25,1332.15,17230273,10157794304.00
20060911,1331.89,1338.76,1319.21,1338.76,20947266,12839285760.00
20060912,1338.81,1350.53,1337.30,1347.64,27301891,15787257856.00
20060913,1348.85,1356.86,1337.46,1338.39,32821191,18701750272.00
20060914,1338.35,1345.59,1323.80,1338.28,22217284,13679517696.00
20060915,1338.41,1362.40,1338.14,1362.32,36057148,19594629120.00
20060918,1367.65,1375.58,1362.14,1375.56,31454851,18187622400.00
20060919,1377.72,1385.62,1371.43,1378.31,26648301,15942860800.00
20060920,1376.12,1381.81,1365.72,1378.46,23445880,14017240064.00
20060921,1378.46,1390.62,1378.46,1387.37,26094121,16026131456.00
20060922,1389.87,1393.53,1373.94,1374.85,28265042,18173169664.00
20060925,1372.81,1383.77,1361.61,1372.40,24584780,15493804032.00
20060926,1370.86,1371.58,1351.18,1357.65,19703278,11953759232.00
20060927,1357.28,1371.12,1355.39,1371.12,17580323,10897805312.00
20060928,1372.13,1389.56,1369.40,1387.00,21687792,14070853632.00
20060929,1389.07,1405.56,1389.04,1403.27,27166742,17347639296.00
20061009,1420.36,1436.07,1418.21,1436.07,39191862,23762249728.00
20061010,1437.69,1443.50,1426.97,1437.24,38400486,24024748032.00
